Name,0,2,4,6,8,0a,flag,0e,race,level,hp,14,mp,18,st,1c,ma,vt,ag,lu,2e,30,Inheritence Preference,34,macca,exp,3a,ai script,ai skill 1-1,ai skill 1-2,ai skill 1-3,ai skill 1-4,ai skill 1-5,ai skill 2-1,ai skill 2-2,ai skill 2-3,ai skill 2-4,ai skill 2-5,ai skill 3-1,ai skill 3-2,ai skill 3-3,ai skill 3-4,ai skill 3-5,learn skill 1,learn skill 2,learn skill 3,learn skill 4,learn skill 5,learn skill 6,learn skill 7,learn skill 8,learn skill 9,learn skill 10,learn skill 11,learn skill 12,binary skill affinities,Inher B1,Breath Skills,Wing Skills,Eye Skills,Lunge Skills,Bite Skills,Claw Skills,Not Dante?,Weapon Skills,Inher B10,Proper Women?,Talk Skills
Choronzon,10,0,0,1281,256,0,128,0,22,11,156,156,45,45,9,0,4,15,1,2,0,0,1: Phys,155,52,28,2,70,Attack: 20,Berserk: 80,None: 0,None: 0,None: 0,Stone Gaze: 100,None: 0,None: 0,None: 0,None: 0,Stone Gaze: 50,Berserk: 50,None: 0,None: 0,None: 0,Agi: level 0,Sukunda: level 0,Fire Breath: level 1,Berserk: level 2,Trafuri: level 3,Stone Gaze: level 4,,,,,,,0b10011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Preta,7,0,0,1281,256,0,128,0,22,4,30,30,24,24,5,0,4,5,6,4,0,0,9: Death,251,27,9,2,70,Feral Claw: 50,Attack: 50,None: 0,None: 0,None: 0,Attack: 30,Feral Claw: 70,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Feral Claw: level 0,Sukukaja: level 0,Agi: level 1,Deathtouch: level 2,Venom Claw: level 3,Fog Breath: level 4,,,,,,,0b11111011,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Shadow,7,0,0,1281,256,0,128,0,23,52,420,420,216,216,10,0,20,18,16,8,191,0,10: Ailments,145,392,396,6,71,Mazionga: 20,Makakaja: 20,Rakukaja: 20,Sukukaja: 20,Attack: 20,Attack: 30,Mudoon: 40,Mana Drain: 30,None: 0,None: 0,Mazionga: 30,Tarukaja: 40,Attack: 30,None: 0,None: 0,Anti Phys: level 0,Mudoon: level 0,Mazionga: level 1,Mana Drain: level 2,Makakaja: level 3,Tarukaja: level 4,Rakukaja: level 5,Sukukaja: level 6,,,,,0b10010001,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Black Ooze,10,0,0,1281,256,0,128,0,23,28,264,264,111,111,11,0,9,16,6,6,0,0,10: Ailments,187,152,129,2,70,Attack: 25,Deathtouch: 25,Panic Voice: 25,Mute Gaze: 25,None: 0,36997: 30,Attack: 10,Deathtouch: 20,Panic Voice: 20,Mute Gaze: 20,36997: 100,None: 0,None: 0,None: 0,None: 0,Mute Gaze: level 0,Charm Bite: level 0,Sacrifice: level 1,Deathtouch: level 2,Mana Drain: level 3,Panic Voice: level 4,Anti Expel: level 5,,,,,,0b10111011,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Blob,7,0,0,1281,256,0,128,0,23,16,156,156,66,66,8,0,6,10,5,7,0,0,6: Force,187,75,50,2,70,Toxic Sting: 30,Attack: 70,None: 0,None: 0,None: 0,Attack: 60,Zanma: 40,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Tarunda: level 0,Last Resort: level 0,Toxic Sting: level 1,Marin Karin: level 2,Mana Drain: level 3,Zanma: level 4,,,,,,,0b10111011,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Slime,7,0,0,1281,256,0,128,0,23,6,54,54,33,33,6,0,5,3,5,7,0,0,10: Ailments,187,33,13,2,70,Sonic Wave: 20,Attack: 80,None: 0,None: 0,None: 0,Attack: 45,Sonic Wave: 25,36999: 20,Last Resort: 10,None: 0,Attack: 100,None: 0,None: 0,None: 0,None: 0,Deathtouch: level 0,Feral Bite: level 0,Sukunda: level 1,Last Resort: level 2,War Cry: level 3,Sonic Wave: level 4,,,,,,,0b10111011,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Mou-Ryo,7,0,0,1281,256,0,128,0,23,7,66,66,42,42,6,0,7,4,5,5,0,0,6: Force,145,36,15,2,70,Attack: 20,Deathtouch: 20,Pulinpa: 20,Zan: 20,Toxic Sting: 20,Mazan: 20,Deathtouch: 20,Pulinpa: 20,Zan: 20,Toxic Sting: 20,None: 0,None: 0,None: 0,None: 0,None: 0,Pulinpa: level 0,Toxic Sting: level 0,Zan: level 1,Deathtouch: level 2,Mana Aid: level 3,Mazan: level 4,,,,,,,0b10010001,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Will o' Wisp,7,0,0,1281,256,0,128,0,23,1,10,10,18,18,4,0,5,4,5,3,0,0,9: Death,145,20,5,2,20,Deathtouch: 40,Attack: 60,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Attack: 30,Makakaja: 70,None: 0,None: 0,None: 0,Needle Rush: level 0,Zan: level 1,Riberama: level 2,Deathtouch: level 3,Last Resort: level 4,Makakaja: level 5,,,,,,,0b10010001,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Michael,7,0,0,1281,256,0,65,0,24,90,678,678,360,360,29,0,30,23,25,18,0,0,7: Magic,2461,1008,996,0,70,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Deathbound: level 0,Endure: level 0,Victory Cry: level 1,Tarukaja: level 2,Mana Surge: level 3,Megidolaon: level 4,,,,,,,0b100110011101,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Gabriel,0,0,0,1281,256,0,65,0,24,87,654,654,351,351,24,0,30,22,24,22,0,0,5: Elec,3485,948,946,0,70,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Samrecarm: level 0,Ziodyne: level 0,Maziodyne: level 0,Blight: level 1,Persuade: level 2,Elec Boost: level 3,Radiance: level 4,,,,,,0b110110011101,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Raphael,0,0,0,1281,256,0,65,0,24,84,636,636,330,330,26,0,26,22,28,17,0,0,2: Support,2461,891,900,0,70,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Makarakarn: level 0,Tetrakarn: level 0,Mana Refill: level 0,Prayer: level 1,Mahamaon: level 2,Stasis Blade: level 3,Holy Wrath: level 4,,,,,,0b100110011101,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Uriel,0,0,0,1281,256,0,67,0,24,73,558,558,291,291,25,0,24,20,21,18,0,0,3: Fire,2461,696,724,0,70,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Heat Wave: level 1,Drain Attack: level 2,Megidola: level 3,Radiance: level 4,,,,,,,,,0b100110011101,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Ganesha,0,0,0,1281,256,0,67,0,25,58,474,474,237,237,21,0,21,21,12,13,0,0,1: Phys,2459,470,484,0,70,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Endure: level 1,Force Drain: level 2,Debilitate: level 3,Tempest: level 4,,,,,,,,,0b100110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Valkyrie,0,0,0,1281,256,0,66,0,25,33,282,282,135,135,15,0,12,14,12,10,0,0,1: Phys,3483,192,173,0,70,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Tetraja: level 0,Agilao: level 0,Guillotine: level 1,Guillotine: level 1,Soul Recruit: level 2,Soul Recruit: level 2,Counter: level 3,Counter: level 3,Might: level 4,Might: level 4,,,0b110110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Arahabaki,0,0,0,1281,256,0,2,0,18,30,294,294,120,120,14,0,10,19,6,9,0,0,1: Phys,2203,168,146,19,106,Attack: 33,Mabufula: 34,Stone Gaze: 33,None: 0,None: 0,Attack: 50,Mabufula: 50,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Lunge: level 0,Focus: level 0,Mabufula: level 1,Mabufula: level 1,Stone Gaze: level 2,Stone Gaze: level 2,Mudo: level 3,Mudo: level 3,Panic Voice: level 4,Panic Voice: level 4,Drain Attack: level 5,Drain Attack: level 5,0b100010011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Kurama,10,0,0,1281,256,0,66,0,26,38,306,306,165,165,13,0,17,13,17,8,0,0,6: Force,2191,238,222,0,70,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Violet Flash: level 1,Force Boost: level 2,Fog Breath: level 3,Wind Cutter: level 4,Starlight: level 5,,,,,,,,0b100010001111,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Hanuman,0,0,0,1281,256,0,67,0,26,46,366,366,174,174,17,0,12,15,19,13,0,0,1: Phys,2459,321,315,0,70,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Might: level 0,Brutal Slash: level 0,Rakukaja: level 1,Rakukaja: level 1,Endure: level 2,Endure: level 2,Kidnap: level 3,Kidnap: level 3,Life Surge: level 4,Life Surge: level 4,,,0b100110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Cu Chulainn,0,0,0,1281,256,0,67,0,26,52,414,414,201,201,21,0,15,17,14,15,0,0,6: Force,2457,392,396,0,70,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Estoma: level 0,Guillotine: level 0,Sukukaja: level 0,Zandyne: level 1,Zandyne: level 1,Thunderclap: level 2,Thunderclap: level 2,Charisma: level 3,Charisma: level 3,Blight: level 4,Blight: level 4,Attack All: level 5,0b100110011001,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Long,0,0,0,1281,256,0,66,0,27,44,396,396,171,171,15,0,13,22,9,11,0,0,4: Ice,2235,299,291,0,70,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Bufula: level 0,Mabufula: level 0,Makakaja: level 0,Life Gain: level 1,Life Gain: level 1,Stone Bite: level 2,Stone Bite: level 2,Ice Breath: level 3,Ice Breath: level 3,Violet Flash: level 4,Violet Flash: level 4,,0b100010111011,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gui Xian,0,0,0,1281,256,0,66,0,27,24,240,240,105,105,9,0,11,16,4,10,0,0,4: Ice,2235,123,99,0,70,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Lunge: level 0,Toxic Cloud: level 0,Bufula: level 1,Bufula: level 1,Estoma: level 2,Estoma: level 2,Ice Boost: level 3,Ice Boost: level 3,Ice Breath: level 4,Ice Breath: level 4,,,0b100010111011,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Barong,0,0,0,1281,256,0,65,0,28,60,684,684,246,246,22,0,22,16,16,14,0,0,2: Support,2299,498,516,103,104,Attack: 10,Binding Cry: 30,Glacial Blast: 30,Bolt Storm: 30,None: 0,Attack: 10,Iron Claw: 30,Glacial Blast: 30,Bolt Storm: 30,None: 0,Iron Claw: 85,Attack: 15,None: 0,None: 0,None: 0,Bolt Storm: level 0,Binding Cry: level 0,Iron Claw: level 1,Mediarahan: level 2,Glacial Blast: level 3,Void Death: level 4,,,,,,,0b100011111011,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Makami,8,0,0,1281,256,0,66,0,28,22,186,186,108,108,11,0,14,9,7,11,0,0,2: Support,2235,110,85,0,70,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Fire Breath: level 0,Feral Bite: level 0,Void Mind: level 1,Void Mind: level 1,Petradi: level 2,Petradi: level 2,Diarama: level 3,Diarama: level 3,Recarm: level 4,Recarm: level 4,,,0b100010111011,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Garuda,0,0,0,1281,256,0,67,0,29,63,492,492,243,243,22,0,18,19,24,12,0,0,6: Force,2271,540,564,0,70,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Mahamaon: level 1,Persuade: level 2,Wind Cutter: level 3,Endure: level 4,,,,,,,,,0b100011011111,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Yatagarasu,0,0,0,1281,256,0,64,0,28,46,522,522,195,195,13,0,19,12,16,10,0,0,2: Support,2271,321,315,30,70,Attack: 10,Violet Flash: 80,Wind Cutter: 10,None: 0,None: 0,Attack: 10,Violet Flash: 10,Wind Cutter: 80,None: 0,None: 0,Attack: 15,Violet Flash: 15,Wind Cutter: 70,None: 0,None: 0,Mana Aid: level 0,Violet Flash: level 0,Wind Cutter: level 1,Mana Gain: level 2,Force Boost: level 3,Recarmdra: level 4,,,,,,,0b100011011111,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Gurr,10,0,0,1281,256,0,2,0,30,63,541,541,255,255,18,0,22,19,24,12,0,0,10: Ailments,2271,540,564,0,70,Attack: 22,Venom Claw: 22,Zandyne: 23,Bolt Storm: 23,Mamudoon: 10,Attack: 10,Venom Claw: 10,Zandyne: 35,Bolt Storm: 35,Mamudoon: 10,None: 0,None: 0,None: 0,None: 0,None: 0,Zandyne: level 0,Fog Breath: level 0,Mazandyne: level 0,Mamudoon: level 1,Mamudoon: level 1,Flatter: level 2,Flatter: level 2,Wind Cutter: level 3,Wind Cutter: level 3,Bolt Storm: level 4,Bolt Storm: level 4,Avenge: level 5,0b100011011111,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Albion,0,0,0,1281,256,0,67,0,32,64,534,534,252,252,25,0,20,25,10,16,0,0,1: Phys,2457,555,580,0,70,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Void Phys: level 0,Tornado: level 0,Drain Attack: level 1,Drain Attack: level 1,Phys Drain: level 2,Phys Drain: level 2,Recarmdra: level 3,Recarmdra: level 3,Hades Blast: level 4,Hades Blast: level 4,,,0b100110011001,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Samael,0,0,0,1281,768,8,2,0,18,73,576,576,297,297,19,0,26,23,19,16,0,0,9: Death,2239,696,724,0,0,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Mahamaon: level 0,Mamudoon: level 0,Prominence: level 0,Samrecarm: level 1,Tetrakarn: level 2,Avenge: level 3,Phys Repel: level 4,,,,,,0b100010111111,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Pisaca,0,0,0,1281,256,0,128,0,22,28,270,270,114,114,8,0,10,17,7,6,0,0,10: Ailments,249,152,129,4204,70,Venom Bite: 20,Stun Gaze: 20,Sonic Wave: 20,Life Drain: 20,Attack: 20,Venom Bite: 20,Stun Gaze: 20,Sonic Wave: 20,Life Drain: 20,37031: 20,None: 0,None: 0,None: 0,None: 0,None: 0,Venom Bite: level 0,Sukunda: level 0,Stun Gaze: level 1,Life Drain: level 2,Sonic Wave: level 3,Dekunda: level 4,Mazionga: level 5,,,,,,0b11111001,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Kaiwan,2056,0,0,1281,256,0,0,0,20,47,372,372,198,198,14,0,19,15,11,8,33,0,7: Magic,2235,332,328,105,68,Rakukaja: 50,Sukukaja: 50,None: 0,None: 0,None: 0,Attack: 22,Charm Bite: 23,Sonic Wave: 23,Evil Gaze: 10,Mudoon: 22,37032: 70,Attack: 30,None: 0,None: 0,None: 0,Mudoon: level 0,Charm Bite: level 0,Sonic Wave: level 0,Sukukaja: level 1,Trade: level 2,Rakukaja: level 3,Evil Gaze: level 4,Void Expel: level 5,,,,,0b100010111011,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Kin-Ki,8,0,0,1281,256,0,0,0,16,59,498,498,216,216,23,0,13,24,7,15,0,0,1: Phys,2459,484,500,0,0,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Berserk: level 0,Focus: level 0,Rakukaja: level 0,Taunt: level 1,Sacrifice: level 2,Loan: level 3,Tempest: level 4,,,,,,0b100110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Sui-Ki,0,0,0,1281,256,0,0,0,16,62,492,492,258,258,18,0,24,20,14,9,0,0,4: Ice,2459,526,548,0,0,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Dekaja: level 0,Glacial Blast: level 0,Ice Boost: level 0,Evil Gaze: level 1,Bufudyne: level 2,Scout: level 3,Life Aid: level 4,,,,,,0b100110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Fuu-Ki,0,0,0,1281,256,0,0,0,16,66,516,516,261,261,18,0,21,20,19,11,0,0,6: Force,2451,585,612,0,0,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Mazandyne: level 0,Zandyne: level 0,Lucky Find: level 0,Binding Cry: level 1,Chaos Blade: level 2,Dark Pledge: level 3,Fog Breath: level 4,,,,,,0b100110010011,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Ongyo-Ki,0,0,0,1281,256,0,0,0,16,81,624,624,324,324,23,0,27,23,20,11,0,0,9: Death,2459,836,852,0,0,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Dark Sword: level 0,Beckon Call: level 0,Tentarafoo: level 0,Megido: level 1,Blackmail: level 2,Mudoon: level 3,Blight: level 4,Victory Cry: level 5,,,,,0b100110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Clotho,0,0,0,1281,256,0,0,0,17,58,438,438,240,240,16,0,22,15,16,12,0,0,8: Expel,3209,470,484,0,0,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Hell Gaze: level 0,Mahama: level 0,Nag: level 0,Mediarahan: level 1,Eternal Rest: level 2,Allure: level 3,Samrecarm: level 4,,,,,,0b110010001001,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
Lachesis,0,0,0,1281,256,0,0,0,17,63,492,492,267,267,16,0,26,19,10,15,0,0,10: Ailments,3209,540,564,0,0,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Makakaja: level 0,Rakukaja: level 0,Makarakarn: level 0,Sukukaja: level 1,Dormina: level 2,Tetrakarn: level 3,Rakunda: level 4,Trafuri: level 5,,,,,0b110010001001,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
Atropos,0,0,0,1281,256,0,0,0,17,67,504,504,285,285,16,0,28,17,15,14,0,0,7: Magic,3209,600,628,0,0,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Ziodyne: level 0,Zandyne: level 0,Bufudyne: level 0,Elec Boost: level 1,Force Boost: level 2,Ice Boost: level 3,Mana Surge: level 4,Megidola: level 5,,,,,0b110010001001,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
Loa,0,0,0,1281,256,0,0,0,20,53,414,414,225,225,16,0,22,16,12,7,152,0,9: Death,2235,404,410,6,70,Attack: 40,Debilitate: 30,Tetraja: 30,None: 0,None: 0,Mamudo: 13,Debilitate: 25,Venom Bite: 25,Stone Gaze: 25,Mamudoon: 12,Last Resort: 100,None: 0,None: 0,None: 0,None: 0,Mamudo: level 0,Tetraja: level 0,Dekunda: level 0,Venom Bite: level 1,Stone Gaze: level 2,Last Resort: level 3,Mamudoon: level 4,Debilitate: level 5,,,,,0b100010111011,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Chatterskull,10,0,0,1281,256,0,128,0,22,20,156,156,96,96,7,0,12,6,7,8,0,0,10: Ailments,185,98,73,1,70,Sukunda: 100,None: 0,None: 0,None: 0,None: 0,Attack: 35,Hell Thrust: 30,Stun Gaze: 35,None: 0,None: 0,Attack: 25,Hell Thrust: 25,Stun Gaze: 25,Last Resort: 25,None: 0,Sukunda: level 0,Stun Gaze: level 0,Dekaja: level 1,Dormina: level 2,Last Resort: level 3,Hell Thrust: level 4,,,,,,,0b10111001,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Phantom,8,0,0,1281,256,0,128,0,23,42,336,336,177,177,9,0,17,14,15,7,15,0,10: Ailments,145,278,267,110,70,Mazionga: 35,Mana Drain: 30,Ziodyne: 35,None: 0,None: 0,Last Resort: 50,Kamikaze: 50,None: 0,None: 0,None: 0,Tarunda: 35,Dekaja: 35,Mazionga: 15,Ziodyne: 15,None: 0,Mana Drain: level 0,Last Resort: level 0,Mazionga: level 1,Kamikaze: level 2,Tarunda: level 3,Dekaja: level 4,Ziodyne: level 5,,,,,,0b10010001,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Dante,0,0,0,1025,256,0,2,0,38,80,612,612,306,306,25,0,22,22,25,16,0,0,1: Phys,2329,317,343,0,0,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,E&I: level 0,Rebellion: level 0,Roundtrip: level 0,Whirlwind: level 0,Holy Star: level 0,Provoke: level 0,Never Yield: level 0,Intimidate: level 0,Bullet-Time: level 1,Stinger: level 2,Son's Oath: level 3,Showtime: level 4,0b100100011001,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Metatron,0,0,0,1025,256,0,65,0,24,95,744,744,387,387,32,0,34,29,24,16,0,0,8: Expel,159,1008,996,0,0,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Mahamaon: level 0,Megidolaon: level 0,Tarukaja: level 0,Makakaja: level 0,Debilitate: level 0,Holy Wrath: level 1,Fire of Sinai: level 2,Victory Cry: level 3,,,,,0b10011111,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Beelzebub (Fly),0,0,0,1281,256,0,163,0,19,95,732,732,369,369,35,0,29,28,29,21,0,0,12: Beelzebub,223,696,724,0,0,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Maziodyne: level 0,Megidolaon: level 0,Death Flies: level 1,Death Flies: level 1,Victory Cry: level 2,Victory Cry: level 2,,,,,,,0b11011111,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Pale Rider,0,0,0,1281,256,0,0,0,38,63,486,486,267,267,24,0,26,18,17,13,0,0,9: Death,411,317,343,0,0,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Pestilence: level 0,Mabufudyne: level 0,Eternal Rest: level 1,Blight: level 2,Dark Might: level 3,Bright Might: level 4,,,,,,,0b110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
White Rider,0,0,0,1025,256,0,0,0,38,52,408,408,207,207,23,0,17,16,18,13,0,0,9: Death,139,317,343,0,0,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,God's Bow: level 0,Prominence: level 0,Tetraja: level 1,Dekaja: level 2,Mana Aid: level 3,,,,,,,,0b10001011,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
